Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
01:00:00 AM,20,Friday,13,0,2,22,37,normal
01:15:00 AM,20,Friday,15,2,1,40,58,low
01:30:00 AM,20,Friday,10,2,0,23,35,normal
01:45:00 AM,20,Friday,7,0,2,37,46,normal
02:00:00 AM,20,Friday,12,2,0,33,47,normal
02:15:00 AM,20,Friday,9,2,2,23,36,normal
02:30:00 AM,20,Friday,12,1,0,33,46,normal
02:45:00 AM,20,Friday,11,0,0,34,45,normal
03:00:00 AM,20,Friday,12,2,2,22,38,normal
03:15:00 AM,20,Friday,6,0,1,26,33,normal
03:30:00 AM,20,Friday,9,0,1,37,47,normal
03:45:00 AM,20,Friday,6,0,0,21,27,normal
04:00:00 AM,20,Friday,75,0,0,54,129,high
04:15:00 AM,20,Friday,60,9,2,50,121,high
04:30:00 AM,20,Friday,57,1,0,44,102,high
04:45:00 AM,20,Friday,64,10,5,26,105,high
05:00:00 AM,20,Friday,73,6,0,53,132,high
05:15:00 AM,20,Friday,62,6,4,39,111,high
05:30:00 AM,20,Friday,80,2,5,25,112,high
05:45:00 AM,20,Friday,25,6,5,40,76,normal
06:00:00 AM,20,Friday,73,6,3,43,125,low
06:15:00 AM,20,Friday,78,0,3,53,134,high
06:30:00 AM,20,Friday,32,6,4,27,69,low
06:45:00 AM,20,Friday,57,5,1,49,112,high
07:00:00 AM,20,Friday,36,2,3,60,101,high
07:15:00 AM,20,Friday,49,5,5,26,85,low
07:30:00 AM,20,Friday,70,9,0,28,107,high
07:45:00 AM,20,Friday,65,6,4,44,119,high
08:00:00 AM,20,Friday,53,8,0,40,101,high
08:15:00 AM,20,Friday,38,7,1,35,81,low
08:30:00 AM,20,Friday,68,10,5,55,138,high
08:45:00 AM,20,Friday,69,7,3,25,104,high
09:00:00 AM,20,Friday,136,49,19,10,214,heavy
09:15:00 AM,20,Friday,128,21,6,5,160,heavy
09:30:00 AM,20,Friday,138,37,15,7,197,heavy
09:45:00 AM,20,Friday,142,34,9,10,195,heavy
10:00:00 AM,20,Friday,109,23,19,8,159,heavy
10:15:00 AM,20,Friday,103,24,16,10,153,heavy
10:30:00 AM,20,Friday,140,34,6,7,187,heavy
10:45:00 AM,20,Friday,100,24,8,5,137,high
11:00:00 AM,20,Friday,128,24,20,7,179,heavy
11:15:00 AM,20,Friday,124,26,16,5,171,heavy
11:30:00 AM,20,Friday,150,44,13,7,214,heavy
11:45:00 AM,20,Friday,146,21,12,5,184,heavy
12:00:00 PM,20,Friday,146,50,13,9,218,heavy
12:15:00 PM,20,Friday,121,38,19,9,187,heavy
12:30:00 PM,20,Friday,150,42,20,5,217,heavy
12:45:00 PM,20,Friday,101,22,10,10,143,high
01:00:00 PM,20,Friday,127,22,9,7,165,heavy
01:15:00 PM,20,Friday,118,31,13,10,172,heavy
01:30:00 PM,20,Friday,106,47,12,9,174,heavy
01:45:00 PM,20,Friday,136,33,16,5,190,heavy
02:00:00 PM,20,Friday,114,25,20,7,166,heavy
02:15:00 PM,20,Friday,135,33,8,9,185,heavy
02:30:00 PM,20,Friday,125,33,12,10,180,heavy
02:45:00 PM,20,Friday,150,45,20,9,224,heavy
03:00:00 PM,20,Friday,85,14,2,9,110,high
03:15:00 PM,20,Friday,62,8,8,15,93,low
03:30:00 PM,20,Friday,68,9,15,15,107,high
03:45:00 PM,20,Friday,54,6,7,16,83,low
04:00:00 PM,20,Friday,70,5,7,14,96,low
04:15:00 PM,20,Friday,77,8,10,6,101,high
04:30:00 PM,20,Friday,90,6,15,17,128,high
04:45:00 PM,20,Friday,74,13,0,16,103,low
05:00:00 PM,20,Friday,74,9,2,11,96,low
05:15:00 PM,20,Friday,62,5,2,20,89,low
05:30:00 PM,20,Friday,66,12,8,16,102,low
05:45:00 PM,20,Friday,80,5,11,13,109,high
06:00:00 PM,20,Friday,75,13,15,12,115,high
06:15:00 PM,20,Friday,77,12,9,20,118,high
06:30:00 PM,20,Friday,84,10,3,15,112,high
06:45:00 PM,20,Friday,52,7,2,19,80,low
07:00:00 PM,20,Friday,32,2,0,32,66,low
07:15:00 PM,20,Friday,37,4,5,33,79,low
07:30:00 PM,20,Friday,39,1,5,29,74,low
07:45:00 PM,20,Friday,34,1,4,35,74,low
08:00:00 PM,20,Friday,43,3,2,41,89,low
08:15:00 PM,20,Friday,22,1,4,43,70,low
08:30:00 PM,20,Friday,43,4,1,27,75,low
08:45:00 PM,20,Friday,46,1,0,35,82,low
09:00:00 PM,20,Friday,42,2,5,42,91,low
09:15:00 PM,20,Friday,20,5,3,39,67,low
09:30:00 PM,20,Friday,40,5,3,26,74,low
09:45:00 PM,20,Friday,5,0,2,39,46,normal
10:00:00 PM,20,Friday,13,2,0,20,35,normal
10:15:00 PM,20,Friday,13,2,0,24,39,normal
10:30:00 PM,20,Friday,6,0,1,22,29,normal
10:45:00 PM,20,Friday,6,1,1,34,42,normal
11:00:00 PM,20,Friday,5,0,2,27,34,normal
11:15:00 PM,20,Friday,12,1,2,25,40,normal
11:30:00 PM,20,Friday,11,1,2,35,49,normal
11:45:00 PM,20,Friday,15,2,1,34,52,low
12:00:00 AM,21,Saturday,9,2,1,36,48,normal
12:15:00 AM,21,Saturday,12,0,2,32,46,normal
12:30:00 AM,21,Saturday,7,2,2,23,34,normal
12:45:00 AM,21,Saturday,12,1,1,33,47,normal
01:00:00 AM,21,Saturday,5,0,2,30,37,normal
01:15:00 AM,21,Saturday,12,1,2,27,42,normal
01:30:00 AM,21,Saturday,12,1,1,30,44,normal
01:45:00 AM,21,Saturday,15,1,0,34,50,normal
02:00:00 AM,21,Saturday,15,2,2,31,50,normal
02:15:00 AM,21,Saturday,13,0,1,29,43,normal
02:30:00 AM,21,Saturday,6,2,1,27,36,normal
02:45:00 AM,21,Saturday,13,0,0,30,43,normal
03:00:00 AM,21,Saturday,7,1,0,22,30,normal
03:15:00 AM,21,Saturday,8,1,0,28,37,normal
03:30:00 AM,21,Saturday,13,0,1,27,41,normal
03:45:00 AM,21,Saturday,6,1,0,33,40,normal
04:00:00 AM,21,Saturday,66,2,5,13,86,low
04:15:00 AM,21,Saturday,86,3,5,22,116,high
04:30:00 AM,21,Saturday,87,4,1,10,102,high
04:45:00 AM,21,Saturday,68,3,7,25,103,high
05:00:00 AM,21,Saturday,51,0,2,27,80,low
05:15:00 AM,21,Saturday,70,3,3,15,91,low
05:30:00 AM,21,Saturday,74,2,2,26,104,high
05:45:00 AM,21,Saturday,150,30,20,13,213,heavy
06:00:00 AM,21,Saturday,89,21,18,8,136,high
06:15:00 AM,21,Saturday,114,18,23,6,161,heavy
06:30:00 AM,21,Saturday,81,19,18,12,130,high
06:45:00 AM,21,Saturday,94,24,10,13,141,high
07:00:00 AM,21,Saturday,136,12,22,5,175,heavy
07:15:00 AM,21,Saturday,125,17,12,8,162,heavy
07:30:00 AM,21,Saturday,109,16,15,11,151,heavy
07:45:00 AM,21,Saturday,84,15,25,14,138,high
08:00:00 AM,21,Saturday,138,19,24,6,187,heavy
08:15:00 AM,21,Saturday,121,17,10,14,162,heavy
08:30:00 AM,21,Saturday,125,27,20,14,186,heavy
08:45:00 AM,21,Saturday,132,25,14,14,185,heavy
09:00:00 AM,21,Saturday,62,6,23,18,109,high
09:15:00 AM,21,Saturday,40,5,5,10,60,low
09:30:00 AM,21,Saturday,61,14,23,15,113,high
09:45:00 AM,21,Saturday,36,6,24,20,86,low
10:00:00 AM,21,Saturday,80,8,18,5,111,high
10:15:00 AM,21,Saturday,52,5,15,12,84,low
10:30:00 AM,21,Saturday,80,9,19,17,125,high
10:45:00 AM,21,Saturday,69,9,1,25,104,high
11:00:00 AM,21,Saturday,21,9,1,26,57,high
11:15:00 AM,21,Saturday,42,8,3,27,80,low
11:30:00 AM,21,Saturday,55,10,4,30,99,low
11:45:00 AM,21,Saturday,61,10,3,31,105,high
12:00:00 PM,21,Saturday,70,3,7,33,113,high
12:15:00 PM,21,Saturday,56,4,13,34,107,high
12:30:00 PM,21,Saturday,50,2,13,33,98,low
12:45:00 PM,21,Saturday,24,5,11,27,67,low
01:00:00 PM,21,Saturday,65,6,14,27,112,high
01:15:00 PM,21,Saturday,74,3,32,27,136,high
01:30:00 PM,21,Saturday,33,14,33,28,108,high
01:45:00 PM,21,Saturday,16,20,1,14,51,low
02:00:00 PM,21,Saturday,32,9,5,30,76,low
02:15:00 PM,21,Saturday,37,13,23,12,85,low
02:30:00 PM,21,Saturday,63,5,5,30,103,high
02:45:00 PM,21,Saturday,60,12,20,17,109,high
03:00:00 PM,21,Saturday,54,18,22,26,120,high
03:15:00 PM,21,Saturday,82,10,10,17,119,high
03:30:00 PM,21,Saturday,83,19,7,17,126,high
03:45:00 PM,21,Saturday,127,8,18,10,163,heavy
04:00:00 PM,21,Saturday,136,12,37,18,203,heavy
04:15:00 PM,21,Saturday,105,17,34,16,172,heavy
04:30:00 PM,21,Saturday,133,14,37,13,197,heavy
04:45:00 PM,21,Saturday,132,19,32,17,200,heavy
05:00:00 PM,21,Saturday,129,7,22,19,177,heavy
05:15:00 PM,21,Saturday,107,12,26,19,164,heavy
05:30:00 PM,21,Saturday,133,16,28,17,194,heavy
05:45:00 PM,21,Saturday,114,17,28,18,177,heavy
06:00:00 PM,21,Saturday,134,5,27,15,181,heavy
06:15:00 PM,21,Saturday,103,14,39,20,176,heavy
06:30:00 PM,21,Saturday,68,20,9,22,119,high
06:45:00 PM,21,Saturday,107,10,20,35,172,heavy
07:00:00 PM,21,Saturday,81,5,13,23,122,high
07:15:00 PM,21,Saturday,93,17,17,15,142,high
07:30:00 PM,21,Saturday,78,9,7,12,106,high
07:45:00 PM,21,Saturday,84,16,14,28,142,high
08:00:00 PM,21,Saturday,79,5,15,16,115,high
08:15:00 PM,21,Saturday,102,16,12,17,147,high
08:30:00 PM,21,Saturday,87,7,5,11,110,high
08:45:00 PM,21,Saturday,50,4,9,19,82,low
09:00:00 PM,21,Saturday,95,0,5,11,111,high
09:15:00 PM,21,Saturday,65,10,8,29,112,high
09:30:00 PM,21,Saturday,55,8,18,24,105,high
09:45:00 PM,21,Saturday,13,2,2,28,45,normal
10:00:00 PM,21,Saturday,6,1,1,31,39,normal
10:15:00 PM,21,Saturday,10,1,2,31,44,normal
10:30:00 PM,21,Saturday,13,1,1,40,55,normal
10:45:00 PM,21,Saturday,14,2,2,30,48,normal
11:00:00 PM,21,Saturday,6,1,0,39,46,normal
11:15:00 PM,21,Saturday,15,0,2,29,46,normal
11:30:00 PM,21,Saturday,8,2,2,24,36,normal
11:45:00 PM,21,Saturday,8,0,2,37,47,normal
12:00:00 AM,22,Sunday,11,0,1,24,36,normal
12:15:00 AM,22,Sunday,8,1,1,27,37,normal
12:30:00 AM,22,Sunday,6,1,1,33,41,normal
12:45:00 AM,22,Sunday,5,0,2,40,47,normal
01:00:00 AM,22,Sunday,8,2,1,35,46,normal
01:15:00 AM,22,Sunday,14,0,0,34,48,normal
01:30:00 AM,22,Sunday,14,1,1,21,37,normal
01:45:00 AM,22,Sunday,6,2,2,38,48,normal
02:00:00 AM,22,Sunday,8,2,2,36,48,normal
02:15:00 AM,22,Sunday,6,1,1,21,29,normal
02:30:00 AM,22,Sunday,6,0,2,40,48,normal
02:45:00 AM,22,Sunday,15,1,1,37,54,low
03:00:00 AM,22,Sunday,15,0,1,36,52,low
03:15:00 AM,22,Sunday,10,2,2,31,45,normal
03:30:00 AM,22,Sunday,8,1,2,38,49,normal
03:45:00 AM,22,Sunday,10,0,1,35,46,normal
04:00:00 AM,22,Sunday,58,2,1,19,80,low
04:15:00 AM,22,Sunday,70,4,0,14,88,low
04:30:00 AM,22,Sunday,72,8,4,18,102,high
04:45:00 AM,22,Sunday,88,8,1,28,125,high
05:00:00 AM,22,Sunday,57,10,4,26,97,low
05:15:00 AM,22,Sunday,61,7,6,24,98,low
05:30:00 AM,22,Sunday,65,6,4,27,102,high
05:45:00 AM,22,Sunday,131,30,19,5,185,heavy
06:00:00 AM,22,Sunday,117,21,21,11,170,heavy
06:15:00 AM,22,Sunday,145,26,14,9,194,heavy
06:30:00 AM,22,Sunday,85,16,16,6,123,high
06:45:00 AM,22,Sunday,92,19,24,5,140,high
07:00:00 AM,22,Sunday,130,19,13,9,171,heavy
07:15:00 AM,22,Sunday,84,12,19,15,130,high
07:30:00 AM,22,Sunday,115,17,19,13,164,high
07:45:00 AM,22,Sunday,119,17,15,12,163,high
08:00:00 AM,22,Sunday,99,20,14,14,147,high
08:15:00 AM,22,Sunday,102,30,24,6,162,heavy
08:30:00 AM,22,Sunday,86,29,10,5,130,high
08:45:00 AM,22,Sunday,128,25,13,10,176,heavy
09:00:00 AM,22,Sunday,40,12,20,12,84,low
09:15:00 AM,22,Sunday,56,7,15,12,90,low
09:30:00 AM,22,Sunday,46,9,10,15,80,low
09:45:00 AM,22,Sunday,49,6,11,14,80,low
10:00:00 AM,22,Sunday,62,6,19,15,102,high
10:15:00 AM,22,Sunday,42,6,16,7,71,low
10:30:00 AM,22,Sunday,45,11,5,20,81,low
10:45:00 AM,22,Sunday,21,0,5,27,53,low
11:00:00 AM,22,Sunday,38,7,4,26,75,low
11:15:00 AM,22,Sunday,25,10,12,27,74,low
11:30:00 AM,22,Sunday,36,0,8,28,72,low
11:45:00 AM,22,Sunday,41,7,7,30,85,low
12:00:00 PM,22,Sunday,64,0,1,26,91,low
12:15:00 PM,22,Sunday,62,3,6,29,100,low
12:30:00 PM,22,Sunday,66,10,13,35,124,high
12:45:00 PM,22,Sunday,34,5,7,26,72,low
01:00:00 PM,22,Sunday,84,3,0,12,99,low
01:15:00 PM,22,Sunday,18,2,30,10,60,low
01:30:00 PM,22,Sunday,40,9,17,25,91,low
01:45:00 PM,22,Sunday,68,18,13,24,123,high
02:00:00 PM,22,Sunday,56,18,22,21,117,high
02:15:00 PM,22,Sunday,28,4,29,17,78,low
02:30:00 PM,22,Sunday,18,0,27,12,57,low
02:45:00 PM,22,Sunday,77,16,33,16,142,high
03:00:00 PM,22,Sunday,67,8,32,11,118,high
03:15:00 PM,22,Sunday,33,9,33,24,99,low
03:30:00 PM,22,Sunday,77,6,9,18,110,high
03:45:00 PM,22,Sunday,104,5,14,15,138,high
04:00:00 PM,22,Sunday,130,17,27,10,184,heavy
04:15:00 PM,22,Sunday,149,17,11,19,196,heavy
04:30:00 PM,22,Sunday,132,20,39,15,206,heavy
04:45:00 PM,22,Sunday,147,24,34,18,223,heavy
05:00:00 PM,22,Sunday,111,11,14,14,150,high
05:15:00 PM,22,Sunday,136,19,37,14,206,heavy
05:30:00 PM,22,Sunday,120,5,34,18,177,heavy
05:45:00 PM,22,Sunday,126,16,15,20,177,heavy
06:00:00 PM,22,Sunday,125,5,34,18,182,heavy
06:15:00 PM,22,Sunday,128,6,13,19,166,heavy
06:30:00 PM,22,Sunday,99,14,5,30,148,heavy
06:45:00 PM,22,Sunday,107,20,6,20,153,heavy
07:00:00 PM,22,Sunday,104,3,12,20,139,heavy
07:15:00 PM,22,Sunday,61,8,17,10,96,low
07:30:00 PM,22,Sunday,78,10,13,23,124,high
07:45:00 PM,22,Sunday,51,4,8,11,74,low
08:00:00 PM,22,Sunday,84,3,20,16,123,high
08:15:00 PM,22,Sunday,99,1,17,12,129,high
08:30:00 PM,22,Sunday,88,20,15,35,158,heavy
08:45:00 PM,22,Sunday,97,4,13,10,124,high
09:00:00 PM,22,Sunday,94,3,5,33,135,high
09:15:00 PM,22,Sunday,68,1,13,32,114,high
09:30:00 PM,22,Sunday,73,9,19,27,128,high
09:45:00 PM,22,Sunday,10,2,1,28,41,normal
10:00:00 PM,22,Sunday,7,1,1,39,48,normal
10:15:00 PM,22,Sunday,6,1,2,36,45,normal
10:30:00 PM,22,Sunday,15,1,1,26,43,normal
10:45:00 PM,22,Sunday,8,0,2,39,49,normal
11:00:00 PM,22,Sunday,8,1,1,22,32,normal
11:15:00 PM,22,Sunday,5,0,0,28,33,normal
11:30:00 PM,22,Sunday,5,2,0,29,36,normal
11:45:00 PM,22,Sunday,11,2,1,35,49,normal
12:00:00 AM,23,Monday,15,1,0,37,53,low
12:15:00 AM,23,Monday,11,0,0,23,34,normal
12:30:00 AM,23,Monday,7,1,2,22,32,normal
12:45:00 AM,23,Monday,14,1,0,36,51,low
01:00:00 AM,23,Monday,12,2,2,36,52,low
01:15:00 AM,23,Monday,6,1,1,38,46,normal
01:30:00 AM,23,Monday,8,2,1,34,45,normal
01:45:00 AM,23,Monday,14,0,2,32,48,normal
02:00:00 AM,23,Monday,6,1,1,21,29,normal
02:15:00 AM,23,Monday,13,1,2,36,52,low
02:30:00 AM,23,Monday,9,2,0,39,50,normal
02:45:00 AM,23,Monday,6,1,1,37,45,normal
03:00:00 AM,23,Monday,8,2,1,27,38,normal
03:15:00 AM,23,Monday,7,1,2,23,33,normal
03:30:00 AM,23,Monday,5,1,1,21,28,normal
03:45:00 AM,23,Monday,5,2,1,35,43,normal
04:00:00 AM,23,Monday,63,10,5,13,91,low
04:15:00 AM,23,Monday,72,3,2,13,90,low
04:30:00 AM,23,Monday,56,5,7,24,92,low
04:45:00 AM,23,Monday,83,0,6,14,103,high
05:00:00 AM,23,Monday,88,0,2,15,105,high
05:15:00 AM,23,Monday,55,9,2,14,80,low
05:30:00 AM,23,Monday,86,1,4,11,102,high
05:45:00 AM,23,Monday,81,25,12,5,123,high
06:00:00 AM,23,Monday,104,18,14,9,145,high
06:15:00 AM,23,Monday,101,30,22,15,168,heavy
06:30:00 AM,23,Monday,123,30,20,8,181,heavy
06:45:00 AM,23,Monday,94,30,24,8,156,heavy
07:00:00 AM,23,Monday,142,10,16,8,176,heavy
07:15:00 AM,23,Monday,108,11,22,8,149,high
07:30:00 AM,23,Monday,100,25,19,5,149,high
07:45:00 AM,23,Monday,84,25,24,5,138,high
08:00:00 AM,23,Monday,125,19,23,7,174,heavy
08:15:00 AM,23,Monday,111,27,25,5,168,heavy
08:30:00 AM,23,Monday,110,21,23,5,159,heavy
08:45:00 AM,23,Monday,94,26,20,15,155,heavy
09:00:00 AM,23,Monday,55,10,5,8,78,low
09:15:00 AM,23,Monday,78,11,7,16,112,high
09:30:00 AM,23,Monday,50,11,13,15,89,low
09:45:00 AM,23,Monday,63,14,27,14,118,high
10:00:00 AM,23,Monday,76,11,9,17,113,high
10:15:00 AM,23,Monday,56,6,26,5,93,low
10:30:00 AM,23,Monday,32,13,8,11,64,low
10:45:00 AM,23,Monday,47,7,8,29,91,low
11:00:00 AM,23,Monday,30,9,0,31,70,low
11:15:00 AM,23,Monday,46,2,4,31,83,low
11:30:00 AM,23,Monday,52,2,5,29,88,low
11:45:00 AM,23,Monday,20,3,12,29,64,low
12:00:00 PM,23,Monday,47,2,10,28,87,low
12:15:00 PM,23,Monday,28,10,11,34,83,low
12:30:00 PM,23,Monday,54,2,11,26,93,low
12:45:00 PM,23,Monday,20,6,1,34,61,low
01:00:00 PM,23,Monday,53,13,7,15,88,low
01:15:00 PM,23,Monday,30,5,31,18,84,low
01:30:00 PM,23,Monday,72,15,6,10,103,high
01:45:00 PM,23,Monday,69,5,35,23,132,high
02:00:00 PM,23,Monday,38,15,8,15,76,low
02:15:00 PM,23,Monday,41,8,5,14,68,low
02:30:00 PM,23,Monday,8,8,29,30,75,low
02:45:00 PM,23,Monday,9,20,3,27,59,low
03:00:00 PM,23,Monday,58,9,24,18,109,high
03:15:00 PM,23,Monday,99,10,10,10,129,high
03:30:00 PM,23,Monday,40,18,9,20,87,low
03:45:00 PM,23,Monday,118,9,29,18,174,heavy
04:00:00 PM,23,Monday,104,27,15,10,156,heavy
04:15:00 PM,23,Monday,131,29,15,18,193,heavy
04:30:00 PM,23,Monday,128,14,22,20,184,heavy
04:45:00 PM,23,Monday,110,18,19,14,161,heavy
05:00:00 PM,23,Monday,116,26,22,18,182,heavy
05:15:00 PM,23,Monday,140,26,31,16,213,heavy
05:30:00 PM,23,Monday,141,27,23,16,207,heavy
05:45:00 PM,23,Monday,147,17,20,19,203,heavy
06:00:00 PM,23,Monday,137,23,25,10,195,heavy
06:15:00 PM,23,Monday,115,18,24,20,177,heavy
06:30:00 PM,23,Monday,83,3,12,27,125,high
06:45:00 PM,23,Monday,55,9,5,10,79,low
07:00:00 PM,23,Monday,99,16,14,35,164,heavy
07:15:00 PM,23,Monday,57,16,8,26,107,high
07:30:00 PM,23,Monday,65,11,17,28,121,high
07:45:00 PM,23,Monday,52,1,14,35,102,high
08:00:00 PM,23,Monday,60,8,9,27,104,high
08:15:00 PM,23,Monday,109,17,9,17,152,heavy
08:30:00 PM,23,Monday,71,6,20,33,130,high
08:45:00 PM,23,Monday,105,12,17,31,165,heavy
09:00:00 PM,23,Monday,72,18,18,25,133,high
09:15:00 PM,23,Monday,107,8,6,25,146,high
09:30:00 PM,23,Monday,86,13,14,20,133,high
09:45:00 PM,23,Monday,5,2,1,35,43,normal
10:00:00 PM,23,Monday,13,2,1,40,56,normal
10:15:00 PM,23,Monday,13,0,2,33,48,normal
10:30:00 PM,23,Monday,14,2,2,27,45,normal
10:45:00 PM,23,Monday,7,2,1,27,37,normal
11:00:00 PM,23,Monday,14,2,2,28,46,normal
11:15:00 PM,23,Monday,7,1,0,29,37,normal
11:30:00 PM,23,Monday,9,1,0,36,46,normal
11:45:00 PM,23,Monday,7,1,0,27,35,normal
12:00:00 AM,24,Tuesday,9,2,1,26,38,normal
12:15:00 AM,24,Tuesday,14,1,2,34,51,low
12:30:00 AM,24,Tuesday,13,2,2,21,38,normal
12:45:00 AM,24,Tuesday,6,0,0,21,27,normal
01:00:00 AM,24,Tuesday,5,1,1,28,35,normal
01:15:00 AM,24,Tuesday,14,0,0,31,45,normal
01:30:00 AM,24,Tuesday,8,0,1,39,48,normal
01:45:00 AM,24,Tuesday,6,2,2,24,34,normal
02:00:00 AM,24,Tuesday,9,1,0,33,43,normal
02:15:00 AM,24,Tuesday,11,1,2,40,54,low
02:30:00 AM,24,Tuesday,15,0,2,22,39,normal
02:45:00 AM,24,Tuesday,5,2,0,39,46,normal
03:00:00 AM,24,Tuesday,8,1,0,39,48,normal
03:15:00 AM,24,Tuesday,9,2,2,31,44,normal
03:30:00 AM,24,Tuesday,6,2,1,31,40,normal
03:45:00 AM,24,Tuesday,6,2,0,39,47,normal
04:00:00 AM,24,Tuesday,78,0,2,17,97,low
04:15:00 AM,24,Tuesday,77,7,6,28,118,high
04:30:00 AM,24,Tuesday,72,3,2,29,106,high
04:45:00 AM,24,Tuesday,87,2,3,21,113,high
05:00:00 AM,24,Tuesday,50,5,2,17,74,low
05:15:00 AM,24,Tuesday,79,9,5,14,107,high
05:30:00 AM,24,Tuesday,58,1,5,20,84,low
05:45:00 AM,24,Tuesday,94,12,16,8,130,high
06:00:00 AM,24,Tuesday,114,23,23,9,169,heavy
06:15:00 AM,24,Tuesday,94,24,23,6,147,high
06:30:00 AM,24,Tuesday,137,14,13,13,177,heavy
06:45:00 AM,24,Tuesday,80,17,24,10,131,high
07:00:00 AM,24,Tuesday,90,14,10,9,123,high
07:15:00 AM,24,Tuesday,105,10,14,15,144,high
07:30:00 AM,24,Tuesday,104,17,23,5,149,high
07:45:00 AM,24,Tuesday,135,30,17,10,192,heavy
08:00:00 AM,24,Tuesday,118,25,18,9,170,heavy
08:15:00 AM,24,Tuesday,96,13,21,6,136,high
08:30:00 AM,24,Tuesday,142,13,11,10,176,heavy
08:45:00 AM,24,Tuesday,128,30,15,14,187,heavy
09:00:00 AM,24,Tuesday,80,11,22,9,122,high
09:15:00 AM,24,Tuesday,79,13,21,15,128,high
09:30:00 AM,24,Tuesday,34,5,29,8,76,low
09:45:00 AM,24,Tuesday,58,14,5,5,82,low
10:00:00 AM,24,Tuesday,42,6,23,17,88,low
10:15:00 AM,24,Tuesday,63,9,19,18,109,high
10:30:00 AM,24,Tuesday,62,9,18,12,101,high
10:45:00 AM,24,Tuesday,44,7,11,32,94,low
11:00:00 AM,24,Tuesday,49,4,5,29,87,low
11:15:00 AM,24,Tuesday,67,10,1,33,111,high
11:30:00 AM,24,Tuesday,68,5,0,34,107,high
11:45:00 AM,24,Tuesday,23,5,10,32,70,low
12:00:00 PM,24,Tuesday,69,5,2,33,109,high
12:15:00 PM,24,Tuesday,37,9,2,34,82,low
12:30:00 PM,24,Tuesday,24,1,6,30,61,low
12:45:00 PM,24,Tuesday,60,1,4,29,94,low
01:00:00 PM,24,Tuesday,59,10,29,18,116,high
01:15:00 PM,24,Tuesday,69,4,20,14,107,high
01:30:00 PM,24,Tuesday,7,11,1,12,31,normal
01:45:00 PM,24,Tuesday,20,13,16,10,59,low
02:00:00 PM,24,Tuesday,61,16,1,14,92,low
02:15:00 PM,24,Tuesday,42,17,11,30,100,low
02:30:00 PM,24,Tuesday,28,11,32,14,85,low
02:45:00 PM,24,Tuesday,30,14,29,23,96,low
03:00:00 PM,24,Tuesday,36,1,24,21,82,low
03:15:00 PM,24,Tuesday,82,4,9,24,119,high
03:30:00 PM,24,Tuesday,72,2,27,16,117,high
03:45:00 PM,24,Tuesday,119,28,17,18,182,heavy
04:00:00 PM,24,Tuesday,124,26,26,15,191,heavy
04:15:00 PM,24,Tuesday,123,27,23,13,186,heavy
04:30:00 PM,24,Tuesday,129,20,32,20,201,heavy
04:45:00 PM,24,Tuesday,143,6,38,13,200,heavy
05:00:00 PM,24,Tuesday,109,9,28,19,165,heavy
05:15:00 PM,24,Tuesday,119,29,25,11,184,heavy
05:30:00 PM,24,Tuesday,120,19,16,16,171,heavy
05:45:00 PM,24,Tuesday,133,24,17,18,192,heavy
06:00:00 PM,24,Tuesday,132,23,29,13,197,heavy
06:15:00 PM,24,Tuesday,102,11,15,18,146,high
06:30:00 PM,24,Tuesday,73,8,10,21,112,high
06:45:00 PM,24,Tuesday,57,17,13,21,108,high
07:00:00 PM,24,Tuesday,94,17,7,17,135,high
07:15:00 PM,24,Tuesday,75,18,17,29,139,high
07:30:00 PM,24,Tuesday,58,15,17,16,106,high
07:45:00 PM,24,Tuesday,67,18,11,23,119,high
08:00:00 PM,24,Tuesday,59,14,9,10,92,low
08:15:00 PM,24,Tuesday,78,4,11,17,110,high
08:30:00 PM,24,Tuesday,106,13,18,29,166,heavy
08:45:00 PM,24,Tuesday,56,20,6,32,114,high
09:00:00 PM,24,Tuesday,59,0,11,35,105,high
09:15:00 PM,24,Tuesday,75,19,13,32,139,high
09:30:00 PM,24,Tuesday,85,6,5,21,117,high
09:45:00 PM,24,Tuesday,14,2,2,22,40,normal
10:00:00 PM,24,Tuesday,8,2,0,22,32,normal
10:15:00 PM,24,Tuesday,15,2,0,20,37,normal
10:30:00 PM,24,Tuesday,8,1,1,38,48,normal
10:45:00 PM,24,Tuesday,14,2,0,23,39,normal
11:00:00 PM,24,Tuesday,15,1,2,35,53,low
11:15:00 PM,24,Tuesday,14,2,1,31,48,normal
11:30:00 PM,24,Tuesday,9,1,0,32,42,normal
11:45:00 PM,24,Tuesday,12,1,0,24,37,normal
12:00:00 AM,25,Wednesday,11,1,2,29,43,normal
12:15:00 AM,25,Wednesday,7,0,1,27,35,normal
12:30:00 AM,25,Wednesday,14,0,2,35,51,low
12:45:00 AM,25,Wednesday,10,1,1,38,50,normal
01:00:00 AM,25,Wednesday,10,1,0,27,38,normal
01:15:00 AM,25,Wednesday,13,0,1,34,48,normal
01:30:00 AM,25,Wednesday,13,1,1,20,35,normal
01:45:00 AM,25,Wednesday,15,1,0,32,48,normal
02:00:00 AM,25,Wednesday,7,0,0,32,39,normal
02:15:00 AM,25,Wednesday,13,0,2,37,52,low
02:30:00 AM,25,Wednesday,8,0,0,39,47,normal
02:45:00 AM,25,Wednesday,11,1,2,37,51,low
03:00:00 AM,25,Wednesday,11,0,0,37,48,normal
